district_id,district_name,state_name
66,SOUTH SALMARA MANCACHAR,ASSAM
67,TINSUKIA,ASSAM
68,UDALGURI,ASSAM
69,WEST KARBI ANGLONG,ASSAM
70,ARARIA,BIHAR
71,ARWAL,BIHAR
72,AURANGABAD,BIHAR
73,BANKA,BIHAR
74,BEGUSARAI,BIHAR
75,BHAGALPUR,BIHAR
76,BHOJPUR,BIHAR
77,BUXAR,BIHAR
78,DARBHANGA,BIHAR
79,GAYA,BIHAR
80,GOPALGANJ,BIHAR
81,JAMUI,BIHAR
82,JEHANABAD,BIHAR
83,KAIMUR (BHABUA),BIHAR
84,KATIHAR,BIHAR
85,KHAGARIA,BIHAR
86,KISHANGANJ,BIHAR
87,LAKHISARAI,BIHAR
88,MADHEPURA,BIHAR
89,MADHUBANI,BIHAR
90,MUNGER,BIHAR
91,MUZAFFARPUR,BIHAR
92,NALANDA,BIHAR
93,NAWADA,BIHAR
94,PASHCHIM CHAMPARAN,BIHAR
95,PATNA,BIHAR
96,PURBA CHAMPARAN,BIHAR
97,PURNIA,BIHAR
98,ROHTAS,BIHAR
99,SAHARSA,BIHAR
100,SAMASTIPUR,BIHAR
101,SARAN,BIHAR
102,SHEIKHPURA,BIHAR
103,SHEOHAR,BIHAR
104,SITAMARHI,BIHAR
105,SIWAN,BIHAR
106,SUPAUL,BIHAR
107,VAISHALI,BIHAR
108,CHANDIGARH,CHANDIGARH
109,BALOD,CHHATTISGARH
110,BALODA BAZAR,CHHATTISGARH
111,BALRAMPUR,CHHATTISGARH
112,BASTAR,CHHATTISGARH
113,BEMETARA,CHHATTISGARH
114,BIJAPUR,CHHATTISGARH
115,BILASPUR,CHHATTISGARH
116,DANTEWADA,CHHATTISGARH
117,DHAMTARI,CHHATTISGARH
118,DURG,CHHATTISGARH
119,GARIYABAND,CHHATTISGARH
120,JANJGIR - CHAMPA,CHHATTISGARH
121,JASHPUR,CHHATTISGARH
122,KABEERDHAM,CHHATTISGARH
123,KODAGAON,CHHATTISGARH
124,KORBA,CHHATTISGARH
125,KORIYA,CHHATTISGARH
126,MAHASAMUND,CHHATTISGARH
127,MUNGELI,CHHATTISGARH
128,NARAYANPUR,CHHATTISGARH
129,RAIGARH,CHHATTISGARH
130,RAIPUR,CHHATTISGARH
131,RAJNANDGAON,CHHATTISGARH
132,SUKMA,CHHATTISGARH
133,SURAJPUR,CHHATTISGARH
134,SURGUJA,CHHATTISGARH
135,UTTAR BASTAR KANKER,CHHATTISGARH
136,DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI & DAMAN AND DIU
137,DAMAN,DADRA AND NAGAR HAVELI & DAMAN AND DIU
138,DIU,DADRA AND NAGAR HAVELI & DAMAN AND DIU
139,NORTH GOA,GOA
140,SOUTH GOA,GOA
141,AHMADABAD,GUJARAT
142,AMRELI,GUJARAT
143,ANAND,GUJARAT
144,ARAVALI,GUJARAT
145,BANAS KANTHA,GUJARAT
146,BHARUCH,GUJARAT
147,BHAVNAGAR,GUJARAT
148,BOTAD,GUJARAT
149,CHHOTA UDAIPUR,GUJARAT
150,DEVBHUMI DWARKA,GUJARAT
151,DOHAD,GUJARAT
152,GANDHINAGAR,GUJARAT
153,GIR SOMNATH,GUJARAT
154,JAMNAGAR,GUJARAT
155,JUNAGADH,GUJARAT
156,KACHCHH,GUJARAT
157,KHEDA,GUJARAT
158,MAHESANA,GUJARAT
159,MAHISAGAR,GUJARAT
160,MORBI,GUJARAT
161,NARMADA,GUJARAT
162,NAVSARI,GUJARAT
163,PANCH MAHALS,GUJARAT
164,PATAN,GUJARAT
165,PORBANDAR,GUJARAT
166,RAJKOT,GUJARAT
167,SABAR KANTHA,GUJARAT
168,SURAT,GUJARAT
169,SURENDRANAGAR,GUJARAT
170,TAPI,GUJARAT
171,THE DANGS,GUJARAT
172,VADODARA,GUJARAT
173,VALSAD,GUJARAT
174,AMBALA,HARYANA
175,BHIWANI,HARYANA
176,CHARKHI DADRI,HARYANA
177,FARIDABAD,HARYANA
178,FATEHABAD,HARYANA
179,GURGAON,HARYANA
180,HISAR,HARYANA
181,JHAJJAR,HARYANA
182,JIND,HARYANA
183,KAITHAL,HARYANA
184,KARNAL,HARYANA
185,KURUKSHETRA,HARYANA
186,MAHENDRAGARH,HARYANA
187,MEWAT,HARYANA
188,PALWAL,HARYANA
189,PANCHKULA,HARYANA
190,PANIPAT,HARYANA
191,REWARI,HARYANA
192,ROHTAK,HARYANA
193,SIRSA,HARYANA
194,SONIPAT,HARYANA
195,YAMUNANAGAR,HARYANA
196,BILASPUR,HIMACHAL PRADESH
197,CHAMBA,HIMACHAL PRADESH
198,HAMIRPUR,HIMACHAL PRADESH
199,KANGRA,HIMACHAL PRADESH
200,KINNAUR,HIMACHAL PRADESH
201,KULLU,HIMACHAL PRADESH
202,LAHUL & SPITI,HIMACHAL PRADESH
203,MANDI,HIMACHAL PRADESH
204,SHIMLA,HIMACHAL PRADESH
205,SIRMAUR,HIMACHAL PRADESH
206,SOLAN,HIMACHAL PRADESH
207,UNA,HIMACHAL PRADESH
208,ANANTNAG,JAMMU & KASHMIR
209,BADGAM,JAMMU & KASHMIR
210,BANDIPORE,JAMMU & KASHMIR
211,BARAMULA,JAMMU & KASHMIR
212,DODA,JAMMU & KASHMIR
213,GANDERBAL,JAMMU & KASHMIR
214,JAMMU,JAMMU & KASHMIR
215,KARGIL,JAMMU & KASHMIR
216,KATHUA,JAMMU & KASHMIR
217,KISHTWAR,JAMMU & KASHMIR
218,KULGAM,JAMMU & KASHMIR
219,KUPWARA,JAMMU & KASHMIR
220,PULWAMA,JAMMU & KASHMIR
221,PUNCH,JAMMU & KASHMIR
222,RAJOURI,JAMMU & KASHMIR
223,RAMBAN,JAMMU & KASHMIR
224,REASI,JAMMU & KASHMIR
225,SAMBA,JAMMU & KASHMIR
226,SHUPIYAN,JAMMU & KASHMIR
227,SRINAGAR,JAMMU & KASHMIR
228,UDHAMPUR,JAMMU & KASHMIR
229,BOKARO,JHARKHAND
230,CHATRA,JHARKHAND
231,DEOGHAR,JHARKHAND
232,DHANBAD,JHARKHAND
233,DUMKA,JHARKHAND
234,GARHWA,JHARKHAND
235,GIRIDIH,JHARKHAND
236,GODDA,JHARKHAND
237,GUMLA,JHARKHAND
238,HAZARIBAGH,JHARKHAND
239,JAMTARA,JHARKHAND
240,KHUNTI,JHARKHAND
241,KODARMA,JHARKHAND
242,LATEHAR,JHARKHAND
243,LOHARDAGA,JHARKHAND
244,PAKUR,JHARKHAND
245,PALAMU,JHARKHAND
246,PASHCHIMI SINGHBHUM,JHARKHAND
247,PURBI SINGHBHUM,JHARKHAND
248,RAMGARH,JHARKHAND
249,RANCHI,JHARKHAND
250,SAHIBGANJ,JHARKHAND
251,SARAIKELA-KHARSAWAN,JHARKHAND
252,SIMDEGA,JHARKHAND
253,BAGALKOT,KARNATAKA
254,BANGALORE,KARNATAKA
255,BANGALORE RURAL,KARNATAKA
256,BELGAUM,KARNATAKA
257,BELLARY,KARNATAKA
258,BIDAR,KARNATAKA
259,BIJAPUR,KARNATAKA
260,CHAMARAJANAGAR,KARNATAKA
261,CHIKKABALLAPURA,KARNATAKA
262,CHIKMAGALUR,KARNATAKA
263,CHITRADURGA,KARNATAKA
264,DAKSHINA KANNADA,KARNATAKA
265,DAVANAGERE,KARNATAKA
266,DHARWAD,KARNATAKA
267,GADAG,KARNATAKA
268,GULBARGA,KARNATAKA
269,HASSAN,KARNATAKA
270,HAVERI,KARNATAKA
271,KODAGU,KARNATAKA
272,KOLAR,KARNATAKA
273,KOPPAL,KARNATAKA
274,MANDYA,KARNATAKA
275,MYSORE,KARNATAKA
276,RAICHUR,KARNATAKA
277,RAMANAGARA,KARNATAKA
278,SHIMOGA,KARNATAKA
279,TUMKUR,KARNATAKA
280,UDUPI,KARNATAKA
281,UTTARA KANNADA,KARNATAKA
282,YADGIR,KARNATAKA
283,ALAPPUZHA,KERALA
284,ERNAKULAM,KERALA
285,IDUKKI,KERALA
286,KANNUR,KERALA
287,KASARAGOD,KERALA
288,KOLLAM,KERALA
289,KOTTAYAM,KERALA
290,KOZHIKODE,KERALA
291,MALAPPURAM,KERALA
292,PALAKKAD,KERALA
293,PATHANAMTHITTA,KERALA
294,THIRUVANANTHAPURAM,KERALA
295,THRISSUR,KERALA
296,WAYANAD,KERALA
297,KARGIL,LADAKH
298,LEH(LADAKH),LADAKH
299,LAKSHADWEEP,LAKSHADWEEP
300,AGAR MALWA,MADHYA PRADESH
301,ALIRAJPUR,MADHYA PRADESH
302,ANUPPUR,MADHYA PRADESH
303,ASHOKNAGAR,MADHYA PRADESH
304,BALAGHAT,MADHYA PRADESH
305,BARWANI,MADHYA PRADESH
306,BETUL,MADHYA PRADESH
307,BHIND,MADHYA PRADESH
308,BHOPAL,MADHYA PRADESH
309,BURHANPUR,MADHYA PRADESH
310,CHHATARPUR,MADHYA PRADESH
311,CHHINDWARA,MADHYA PRADESH
312,DAMOH,MADHYA PRADESH
313,DATIA,MADHYA PRADESH
314,DEWAS,MADHYA PRADESH
315,DHAR,MADHYA PRADESH
316,DINDORI,MADHYA PRADESH
317,GUNA,MADHYA PRADESH
318,GWALIOR,MADHYA PRADESH
319,HARDA,MADHYA PRADESH
320,HOSHANGABAD,MADHYA PRADESH
321,INDORE,MADHYA PRADESH
322,JABALPUR,MADHYA PRADESH
323,JHABUA,MADHYA PRADESH
324,KATNI,MADHYA PRADESH
325,KHANDWA (EAST NIMAR),MADHYA PRADESH
326,KHARGONE (WEST NIMAR),MADHYA PRADESH
327,MANDLA,MADHYA PRADESH
328,MANDSAUR,MADHYA PRADESH
329,MORENA,MADHYA PRADESH
330,NARSIMHAPUR,MADHYA PRADESH
331,NEEMUCH,MADHYA PRADESH
332,PANNA,MADHYA PRADESH
333,RAISEN,MADHYA PRADESH
334,RAJGARH,MADHYA PRADESH
335,RATLAM,MADHYA PRADESH
336,REWA,MADHYA PRADESH
337,SAGAR,MADHYA PRADESH
338,SATNA,MADHYA PRADESH
339,SEHORE,MADHYA PRADESH
340,SEONI,MADHYA PRADESH
341,SHAHDOL,MADHYA PRADESH
342,SHAJAPUR,MADHYA PRADESH
343,SHEOPUR,MADHYA PRADESH
344,SHIVPURI,MADHYA PRADESH
345,SIDHI,MADHYA PRADESH
346,SINGRAULI,MADHYA PRADESH
347,TIKAMGARH,MADHYA PRADESH
348,UJJAIN,MADHYA PRADESH
349,UMARIA,MADHYA PRADESH
350,VIDISHA,MADHYA PRADESH
351,AHMADNAGAR,MAHARASTRA
352,AKOLA,MAHARASTRA
353,AMRAVATI,MAHARASTRA
354,AURANGABAD,MAHARASTRA
355,BHANDARA,MAHARASTRA
356,BID,MAHARASTRA
357,BULDANA,MAHARASTRA
358,CHANDRAPUR,MAHARASTRA
359,DHULE,MAHARASTRA
360,GADCHIROLI,MAHARASTRA
361,GONDIYA,MAHARASTRA
362,HINGOLI,MAHARASTRA
363,JALGAON,MAHARASTRA
364,JALNA,MAHARASTRA
365,KOLHAPUR,MAHARASTRA
366,LATUR,MAHARASTRA
367,MUMBAI,MAHARASTRA
368,MUMBAI SUBURBAN,MAHARASTRA
369,NAGPUR,MAHARASTRA
370,NANDED,MAHARASTRA
371,NANDURBAR,MAHARASTRA
372,NASHIK,MAHARASTRA
373,OSMANABAD,MAHARASTRA
374,PALGHAR,MAHARASTRA
375,PARBHANI,MAHARASTRA
376,PUNE,MAHARASTRA
377,RAIGARH,MAHARASTRA
378,RATNAGIRI,MAHARASTRA
379,SANGLI,MAHARASTRA
380,SATARA,MAHARASTRA
381,SINDHUDURG,MAHARASTRA
382,SOLAPUR,MAHARASTRA
383,THANE,MAHARASTRA
384,WARDHA,MAHARASTRA
385,WASHIM,MAHARASTRA
386,YAVATMAL,MAHARASTRA
387,BISHNUPUR,MANIPUR
388,CHANDEL,MANIPUR
389,CHURACHANDPUR,MANIPUR
390,IMPHAL EAST,MANIPUR
391,IMPHAL WEST,MANIPUR
392,SENAPATI,MANIPUR
393,TAMENGLONG,MANIPUR
394,THOUBAL,MANIPUR
395,UKHRUL,MANIPUR
396,EAST GARO HILLS,MEGHALAYA
397,EAST JANTIA HILLS,MEGHALAYA
398,EAST KHASI HILLS,MEGHALAYA
399,NORTH GARO HILLS,MEGHALAYA
400,RIBHOI,MEGHALAYA
401,SOUTH GARO HILLS,MEGHALAYA
402,SOUTH WEST GARO HILLS,MEGHALAYA
403,SOUTH WEST KHASI HILLS,MEGHALAYA
404,WEST GARO HILLS,MEGHALAYA
405,WEST JAINTIA HILLS,MEGHALAYA
406,WEST KHASI HILLS,MEGHALAYA
407,AIZAWL,MIZORAM
408,CHAMPHAI,MIZORAM
409,CHANDEL,MIZORAM
410,KOLASIB,MIZORAM
411,LAWNGTLAI,MIZORAM
412,LUNGLEI,MIZORAM
413,MAMIT,MIZORAM
414,SERCHHIP,MIZORAM
415,DIMAPUR,NAGALAND
416,KIPHIRE,NAGALAND
417,KOHIMA,NAGALAND
418,LONGLENG,NAGALAND
419,MOKOKCHUNG,NAGALAND
420,MON,NAGALAND
421,PEREN,NAGALAND
422,PHEK,NAGALAND
423,TUENSANG,NAGALAND
424,WOKHA,NAGALAND
425,ZUNHEBOTO,NAGALAND
426,CENTRAL,NCT OF DELHI
427,EAST,NCT OF DELHI
428,NEW DELHI,NCT OF DELHI
429,NORTH,NCT OF DELHI
430,NORTH EAST,NCT OF DELHI
431,NORTH WEST,NCT OF DELHI
432,SHAHDARA,NCT OF DELHI
433,SOUTH,NCT OF DELHI
434,SOUTH EAST,NCT OF DELHI
435,SOUTH WEST,NCT OF DELHI
436,WEST,NCT OF DELHI
437,ANUGUL,ODISHA
438,BALANGIR,ODISHA
439,BALESHWAR,ODISHA
440,BARGARH,ODISHA
441,BAUDH,ODISHA
442,BHADRAK,ODISHA
443,CUTTACK,ODISHA
444,DEBAGARH,ODISHA
445,DHENKANAL,ODISHA
446,GAJAPATI,ODISHA
447,GANJAM,ODISHA
448,JAGATSINGHAPUR,ODISHA
449,JAJAPUR,ODISHA
450,JHARSUGUDA,ODISHA
451,KALAHANDI,ODISHA
452,KANDHAMAL,ODISHA
453,KENDRAPARA,ODISHA
454,KENDUJHAR,ODISHA
455,KHORDHA,ODISHA
456,KORAPUT,ODISHA
457,MALKANGIRI,ODISHA
458,MAYURBHANJ,ODISHA
459,NABARANGAPUR,ODISHA
460,NAYAGARH,ODISHA
461,NUAPADA,ODISHA
462,PURI,ODISHA
463,RAYAGADA,ODISHA
464,SAMBALPUR,ODISHA
465,SUBARNAPUR,ODISHA
466,SUNDARGARH,ODISHA
467,KARAIKAL,PUDUCHERRY
468,MAHE,PUDUCHERRY
469,PUDUCHERRY,PUDUCHERRY
470,YANAM,PUDUCHERRY
471,AMRITSAR,PUNJAB
472,BARNALA,PUNJAB
473,BATHINDA,PUNJAB
474,FARIDKOT,PUNJAB
475,FATEHGARH SAHIB,PUNJAB
476,FAZILKA,PUNJAB
477,FIROZPUR,PUNJAB
478,GURDASPUR,PUNJAB
479,HOSHIARPUR,PUNJAB
480,JALANDHAR,PUNJAB
481,KAPURTHALA,PUNJAB
482,LUDHIANA,PUNJAB
483,MANSA,PUNJAB
484,MOGA,PUNJAB
485,MUKTSAR,PUNJAB
486,PATHANKOT,PUNJAB
487,PATIALA,PUNJAB
488,RUPNAGAR,PUNJAB
489,SAHIBZADA AJIT SINGH NAGAR,PUNJAB
490,SANGRUR,PUNJAB
491,SHAHID BHAGAT SINGH NAGAR,PUNJAB
492,TARN TARAN,PUNJAB
493,AJMER,RAJASTHAN
494,ALWAR,RAJASTHAN
495,BANSWARA,RAJASTHAN
496,BARAN,RAJASTHAN
497,BARMER,RAJASTHAN
498,BHARATPUR,RAJASTHAN
499,BHILWARA,RAJASTHAN
500,BIKANER,RAJASTHAN
501,BUNDI,RAJASTHAN
502,CHITTAURGARH,RAJASTHAN
503,CHURU,RAJASTHAN
504,DAUSA,RAJASTHAN
505,DHAULPUR,RAJASTHAN
506,DUNGARPUR,RAJASTHAN
507,GANGANAGAR,RAJASTHAN
508,HANUMANGARH,RAJASTHAN
509,JAIPUR,RAJASTHAN
510,JAISALMER,RAJASTHAN
511,JALOR,RAJASTHAN
512,JHALAWAR,RAJASTHAN
513,JHUNJHUNUN,RAJASTHAN
514,JODHPUR,RAJASTHAN
515,KARAULI,RAJASTHAN
516,KOTA,RAJASTHAN
517,NAGAUR,RAJASTHAN
518,PALI,RAJASTHAN
519,PRATAPGARH,RAJASTHAN
520,RAJSAMAND,RAJASTHAN
521,SAWAI MADHOPUR,RAJASTHAN
522,SIKAR,RAJASTHAN
523,SIROHI,RAJASTHAN
524,TONK,RAJASTHAN
525,UDAIPUR,RAJASTHAN
526,EAST DISTRICT,SIKKIM
527,NORTH  DISTRICT,SIKKIM
528,SOUTH DISTRICT,SIKKIM
529,WEST DISTRICT,SIKKIM
530,ARIYALUR,TAMIL NADU
531,CHENNAI,TAMIL NADU
532,COIMBATORE,TAMIL NADU
533,CUDDALORE,TAMIL NADU
534,DHARMAPURI,TAMIL NADU
535,DINDIGUL,TAMIL NADU
536,ERODE,TAMIL NADU
537,KANCHEEPURAM,TAMIL NADU
538,KANNIYAKUMARI,TAMIL NADU
539,KARUR,TAMIL NADU
540,KRISHNAGIRI,TAMIL NADU
541,MADURAI,TAMIL NADU
542,NAGAPATTINAM,TAMIL NADU
543,NAMAKKAL,TAMIL NADU
544,PERAMBALUR,TAMIL NADU
545,PUDUKKOTTAI,TAMIL NADU
546,RAMANATHAPURAM,TAMIL NADU
547,SALEM,TAMIL NADU
548,SIVAGANGA,TAMIL NADU
549,THANJAVUR,TAMIL NADU
550,THE NILGIRIS,TAMIL NADU
551,THENI,TAMIL NADU
552,THIRUVALLUR,TAMIL NADU
553,THIRUVARUR,TAMIL NADU
554,THOOTHUKKUDI,TAMIL NADU
555,TIRUCHIRAPPALLI,TAMIL NADU
556,TIRUNELVELI,TAMIL NADU
557,TIRUPPUR,TAMIL NADU
558,TIRUVANNAMALAI,TAMIL NADU
559,VELLORE,TAMIL NADU
560,VILUPPURAM,TAMIL NADU
561,VIRUDHUNAGAR,TAMIL NADU
562,ADILABAD,TELANGANA
563,BHADRADRI KOTHAGUDEM,TELANGANA
564,HYDERABAD,TELANGANA
565,JAGITIAL,TELANGANA
566,JANGOAN,TELANGANA
567,JAYASHANKAR BHUPALAPALLY,TELANGANA
568,JOGULAMBA GADWAL,TELANGANA
569,KAMAREDDY,TELANGANA
570,KARIMNAGAR,TELANGANA
571,KHAMMAM,TELANGANA
572,KOMARAM BHEEM ASIFABAD,TELANGANA
573,MAHABUBABAD,TELANGANA
574,MAHABUBNAGAR,TELANGANA
575,MANCHERIAL,TELANGANA
576,MEDAK,TELANGANA
577,MEDCHAL-MALKAJGIRI,TELANGANA
578,NAGARKURNOOL,TELANGANA
579,NALGONDA,TELANGANA
580,NIRMAL,TELANGANA
581,NIZAMABAD,TELANGANA
582,PEDDAPALLI,TELANGANA
583,RAJANNA SIRCILLA,TELANGANA
584,RANGA REDDY,TELANGANA
585,SANGAREDDY,TELANGANA
586,SIDDIPET,TELANGANA
587,SURYAPET,TELANGANA
588,VIKARABAD,TELANGANA
589,WANAPARTHY,TELANGANA
590,WARANGAL RURAL,TELANGANA
591,WARANGAL URBAN,TELANGANA
592,YADADRI BHUVANAGIRI,TELANGANA
593,DHALAI,TRIPURA
594,GOMATI,TRIPURA
595,KHOWAI,TRIPURA
596,NORTH TRIPURA,TRIPURA
597,SEPAHIJALA,TRIPURA
598,SOUTH TRIPURA,TRIPURA
599,UNAKOTI,TRIPURA
600,WEST TRIPURA,TRIPURA
601,AGRA,UTTAR PRADESH
602,ALIGARH,UTTAR PRADESH
603,ALLAHABAD,UTTAR PRADESH
604,AMBEDKAR NAGAR,UTTAR PRADESH
605,AMETHI,UTTAR PRADESH
606,AURAIYA,UTTAR PRADESH
607,AZAMGARH,UTTAR PRADESH
608,BAGHPAT,UTTAR PRADESH
609,BAHRAICH,UTTAR PRADESH
610,BALLIA,UTTAR PRADESH
611,BALRAMPUR,UTTAR PRADESH
612,BANDA,UTTAR PRADESH
613,BARA BANKI,UTTAR PRADESH
614,BAREILLY,UTTAR PRADESH
615,BASTI,UTTAR PRADESH
616,BIJNOR,UTTAR PRADESH
617,BUDAUN,UTTAR PRADESH
618,BULANDSHAHR,UTTAR PRADESH
619,CHANDAULI,UTTAR PRADESH
620,CHITRAKOOT,UTTAR PRADESH
621,DEORIA,UTTAR PRADESH
622,ETAH,UTTAR PRADESH
623,ETAWAH,UTTAR PRADESH
624,FAIZABAD,UTTAR PRADESH
625,FARRUKHABAD,UTTAR PRADESH
626,FATEHPUR,UTTAR PRADESH
627,FIROZABAD,UTTAR PRADESH
628,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
629,GHAZIABAD,UTTAR PRADESH
630,GHAZIPUR,UTTAR PRADESH
631,GONDA,UTTAR PRADESH
632,GORAKHPUR,UTTAR PRADESH
633,HAMIRPUR,UTTAR PRADESH
634,HAPUR,UTTAR PRADESH
635,HARDOI,UTTAR PRADESH
636,JALAUN,UTTAR PRADESH
637,JAUNPUR,UTTAR PRADESH
638,JHANSI,UTTAR PRADESH
639,JYOTIBA PHULE NAGAR,UTTAR PRADESH
640,KANNAUJ,UTTAR PRADESH
641,KANPUR DEHAT,UTTAR PRADESH
642,KANPUR NAGAR,UTTAR PRADESH
643,KANSHIRAM NAGAR,UTTAR PRADESH
644,KAUSHAMBI,UTTAR PRADESH
645,KHERI,UTTAR PRADESH
646,KUSHINAGAR,UTTAR PRADESH
647,LALITPUR,UTTAR PRADESH
648,LUCKNOW,UTTAR PRADESH
649,MAHAMAYA NAGAR,UTTAR PRADESH
650,MAHOBA,UTTAR PRADESH
651,MAHRAJGANJ,UTTAR PRADESH
652,MAINPURI,UTTAR PRADESH
653,MATHURA,UTTAR PRADESH
654,MAU,UTTAR PRADESH
655,MEERUT,UTTAR PRADESH
656,MIRZAPUR,UTTAR PRADESH
657,MORADABAD,UTTAR PRADESH
658,MUZAFFARNAGAR,UTTAR PRADESH
659,PILIBHIT,UTTAR PRADESH
660,PRATAPGARH,UTTAR PRADESH
661,RAE BARELI,UTTAR PRADESH
662,RAMPUR,UTTAR PRADESH
663,SAHARANPUR,UTTAR PRADESH
664,SAMBHAL,UTTAR PRADESH
665,SANT KABIR NAGAR,UTTAR PRADESH
666,SANT RAVIDAS NAGAR (BHADOHI),UTTAR PRADESH
667,SHAHJAHANPUR,UTTAR PRADESH
668,SHAMLI,UTTAR PRADESH
669,SHRAWASTI,UTTAR PRADESH
670,SIDDHARTHNAGAR,UTTAR PRADESH
671,SITAPUR,UTTAR PRADESH
672,SONBHADRA,UTTAR PRADESH
673,SULTANPUR,UTTAR PRADESH
674,UNNAO,UTTAR PRADESH
675,VARANASI,UTTAR PRADESH
676,ALMORA,UTTARAKHAND
677,BAGESHWAR,UTTARAKHAND
678,CHAMOLI,UTTARAKHAND
679,CHAMPAWAT,UTTARAKHAND
680,DEHRADUN,UTTARAKHAND
681,GARHWAL,UTTARAKHAND
682,HARDWAR,UTTARAKHAND
683,NAINITAL,UTTARAKHAND
684,PITHORAGARH,UTTARAKHAND
685,RUDRAPRAYAG,UTTARAKHAND
686,TEHRI GARHWAL,UTTARAKHAND
687,UDHAM SINGH NAGAR,UTTARAKHAND
688,UTTARKASHI,UTTARAKHAND
689,BANKURA,WEST BENGAL
690,BIRBHUM,WEST BENGAL
691,DAKSHIN DINAJPUR,WEST BENGAL
692,DARJILING,WEST BENGAL
693,HAORA,WEST BENGAL
694,HUGLI,WEST BENGAL
695,JALPAIGURI,WEST BENGAL
696,KOCH BIHAR,WEST BENGAL
697,KOLKATA,WEST BENGAL
698,MALDAH,WEST BENGAL
699,MURSHIDABAD,WEST BENGAL
700,NADIA,WEST BENGAL
701,NORTH TWENTY FOUR PARGANA,WEST BENGAL
702,PASCHIM BARDDHAMAN,WEST BENGAL
703,PASCHIM MEDINIPUR,WEST BENGAL
704,PURBA MEDINIPUR,WEST BENGAL
705,PURULIYA,WEST BENGAL
706,SOUTH TWENTY FOUR PARGANA,WEST BENGAL
707,UTTAR DINAJPUR,WEST BENGAL
