district_id,district_name,state_name,health_subscore,education_subscore,priority_index,priority_tier,dominant_driver,institutional_births_pct,full_immunization_pct,household_sanitation_pct,health_insurance_pct,overall_literacy,pct_schools_electricity,pct_schools_water,pct_schools_road_connected,stunted_pct,wasted_pct,underweight_pct,child_anaemia_pct,dropout_rate_pct,true_pupil_teacher_ratio_x,literacy_gender_gap,dropout_gender_gap,toilet_gender_gap,pct_sc_population,pct_st_population,primary_pupil_teacher_ratio,predicted_tier,prediction_correct,true_pupil_teacher_ratio
70,ARARIA,BIHAR,10.71131448,28.6744315,19.69287299,Low,Education-driven,66.2,61.6,32.2,19.5,55.1,34.6,88.8,86.2,49.9,23.9,47.8,75.8,0.67,51.77,18.97,-0.12,17,13.61,1.38,1704,Low,TRUE,51.77
81,JAMUI,BIHAR,15.82778702,29.45091514,22.63935108,Low,Education-driven,73.4,66.4,37.6,14.3,62.16,30.7,86.6,87.5,43,19.4,37.5,81.9,0.67,51.6,24.33,-0.17,13,17.19,4.48,1324,Low,TRUE,51.6
75,BHAGALPUR,BIHAR,19.32196339,36.88297282,28.10246811,Low,Education-driven,77.2,66.8,60.9,16.3,64.96,50,93.7,91.3,40,21.2,40.4,78.7,0.73,51.59,15.81,-0.25,35,10.49,2.21,1325,Low,TRUE,51.59
234,GARHWA,JHARKHAND,36.14808652,22.04658902,29.09733777,Low,Health-driven,84,77.2,54.1,55.3,62.18,6.2,99.8,72.2,47.7,18.9,40.6,62.5,1.33,51.2,24.57,-0.15,23,24.19,15.56,1053,Low,TRUE,51.2
72,AURANGABAD,BIHAR,23.7312812,29.64503605,26.68815862,Low,Education-driven,77.5,89.7,47.1,15.4,72.77,27.7,90.5,85.4,41.2,32.9,48.7,68.4,1.06,51.11,20.47,-0.14,82,24.1,0.04,1657,Low,TRUE,51.11
91,MUZAFFARPUR,BIHAR,27.49584027,38.40820854,32.9520244,Low,Education-driven,72.5,74.9,55.2,13.2,65.68,46.5,95.9,92.7,42.6,19.9,34.7,64.6,0.8,51.03,16.79,-0.19,157,15.66,0.13,2309,Low,TRUE,51.03
101,SARAN,BIHAR,15.95257903,36.18968386,26.07113145,Low,Education-driven,73,72,37.2,9.4,68.57,41.6,92.9,89.8,39.7,28.8,45,69.8,0.76,50.76,22.82,-0.24,89,12,0.93,1929,Low,TRUE,50.76
106,SUPAUL,BIHAR,22.12978369,26.01220189,24.07099279,Low,Both equally,80.4,73.6,50.7,14.2,59.65,26.9,94.4,93.8,42.3,25.8,45,63.6,1.31,50.71,25.02,-0.19,16,15.89,0.46,1370,Low,TRUE,50.71
671,SITAPUR,UTTAR PRADESH,27.12146423,41.45867998,34.2900721,Low,Education-driven,84.8,65.9,52.5,23.2,63.38,27.8,97.9,100,47.8,18.2,37.9,66.4,0.92,50.48,19.81,-0.08,30,32.26,0.04,2943,Low,TRUE,50.48
93,NAWADA,BIHAR,20.96505824,34.13754853,27.55130338,Low,Education-driven,79.9,74.5,47.9,8.1,61.63,32.9,98.9,88.6,49.4,18.2,37.3,73.3,0.86,48.24,20.31,-0.11,-3,25.47,0.09,1210,Low,TRUE,48.24
78,DARBHANGA,BIHAR,22.62895175,32.22407099,27.42651137,Low,Education-driven,69.9,66.3,48.7,25.3,58.26,38.1,96.6,82.5,45.4,19.3,39.2,68.9,0.65,48.04,21.7,-0.15,4,15.64,0.07,1785,Low,TRUE,48.04
86,KISHANGANJ,BIHAR,18.28202995,26.4004437,22.34123683,Low,Education-driven,54.6,67.3,52.4,8.1,57.04,25.3,90.2,82.8,38.8,23.9,41.1,67.5,0.59,47.87,17.58,-0.21,-4,6.69,3.8,1195,Low,TRUE,47.87
660,PRATAPGARH,UTTAR PRADESH,47.10898502,42.04104271,44.57501387,Medium,Health-driven,90.8,75,52,14.9,73.1,29.2,98.7,93.7,35.5,10,27.7,58,0.83,47.55,24.3,-0.12,40,22.1,0.02,1739,Medium,TRUE,47.55
87,LAKHISARAI,BIHAR,13.95590682,31.78036606,22.86813644,Low,Education-driven,75.8,68.9,51.6,15.1,64.95,35,83.1,86,42.7,25.6,45.1,77.2,0.57,47.51,19.09,-0.12,3,15.31,0.83,552,Low,TRUE,47.51
670,SIDDHARTHNAGAR,UTTAR PRADESH,16.43094842,32.00221852,24.21658347,Low,Education-driven,69.7,65.1,42.8,12.2,61.81,33.3,98,96.1,37.2,24.8,36.3,75.8,1.48,47.47,24.18,-0.37,28,15.97,0.47,1871,Low,TRUE,47.47
250,SAHIBGANJ,JHARKHAND,19.59234609,14.86411536,17.22823073,Low,Both equally,64.7,66,43.2,34.8,53.73,8.8,84.5,47.7,49.1,19.7,44.8,72.6,0.95,47.3,18.34,-0.01,10,6.29,26.8,932,Low,TRUE,47.3
77,BUXAR,BIHAR,22.40016639,34.38713256,28.39364947,Low,Education-driven,89.5,75,52.4,11.4,71.77,37.3,94.8,77.7,39.6,33.2,45.3,68.3,0.78,46.86,22.94,-0.26,11,14.75,1.57,784,Low,TRUE,46.86
609,BAHRAICH,UTTAR PRADESH,18.21963394,33.58291736,25.90127565,Low,Education-driven,67.7,51.8,44.2,10.1,51.1,22.5,98,90,52.1,14.4,38,71.7,0.42,46.78,19.47,-0.12,40,14.6,0.32,2462,Low,TRUE,46.78
83,KAIMUR (BHABUA),BIHAR,25.72795341,29.25679423,27.49237382,Low,Both equally,83.3,88.9,59.1,18.1,71.01,36.3,95.6,79.2,44.1,27.3,47.2,71.4,1.29,46.65,21.93,-0.43,51,22.69,3.57,777,Low,TRUE,46.65
99,SAHARSA,BIHAR,18.01164725,20.854132,19.43288963,Low,Both equally,70.4,72.2,40.5,12.8,54.57,35.3,91.7,80.1,47.8,20.5,42.7,69.3,1.31,46.51,22.49,-0.41,25,16.69,0.32,915,Low,TRUE,46.51
608,BAGHPAT,UTTAR PRADESH,60.9608985,60.39933444,60.68011647,Medium,Both equally,80.9,83.9,87,12.5,73.54,69.3,100,98.2,25.5,10.3,26,60.2,0.43,45.71,22.95,0.02,20,11.44,0,494,Medium,TRUE,45.71
90,MUNGER,BIHAR,28.55657238,32.97282307,30.76469773,Low,Both equally,93.2,73.4,62.8,15.2,73.3,25.2,99.7,76.6,35.5,26.7,39.5,74.3,1.2,45.61,14.53,-0.16,4,13.44,1.57,718,Low,TRUE,45.61
662,RAMPUR,UTTAR PRADESH,38.41514143,42.65113699,40.53313921,Medium,Both equally,81,79.4,79,13.1,55.08,40,98.9,96.3,40.4,17.6,32.1,69.6,0.59,45.6,16.91,-0.26,18,13.18,0.02,1472,Medium,TRUE,45.6
245,PALAMU,JHARKHAND,34.83777038,24.12645591,29.48211314,Low,Health-driven,74.9,80.9,46.3,55.8,65.5,6.7,92.4,39.4,43.7,18.4,37.3,68.2,0.51,45.26,22.4,-0.13,125,27.65,9.34,1799,Low,TRUE,45.26
659,PILIBHIT,UTTAR PRADESH,43.19883527,48.47476428,45.83679978,Medium,Education-driven,76.2,92.3,76.8,21.4,63.58,42.5,99.9,99.3,38.9,20.1,39.4,57.3,0.92,44.81,21.03,0.09,22,16.42,0.08,1330,Medium,TRUE,44.81
665,SANT KABIR NAGAR,UTTAR PRADESH,36.04409318,45.06378258,40.55393788,Medium,Education-driven,90.6,80.2,65.1,20.4,69.01,35.4,97.2,98.1,42.3,19,34.2,71.6,0.75,44.27,23.73,-0.13,32,21.52,0.09,819,Medium,TRUE,44.27
71,ARWAL,BIHAR,21.40183028,28.50804215,24.95493622,Low,Education-driven,79.2,84.2,43.4,15.6,69.54,31.2,94.8,76,45.6,36.8,52.9,65.8,1.05,44.18,24.42,-0.41,19,20.16,0.08,348,Low,TRUE,44.18
107,VAISHALI,BIHAR,22.35856905,46.11758181,34.23807543,Low,Education-driven,81.6,71,52.6,13.5,68.56,39.6,99.7,92.9,38.3,19.6,38.4,77.1,0.66,43.87,17.9,-0.19,18,21.12,0.07,1395,Low,TRUE,43.87
669,SHRAWASTI,UTTAR PRADESH,22.1921797,28.25845813,25.22531891,Low,Education-driven,80.4,59.6,58.1,13.5,49.13,12.7,96.1,94.2,50.9,20.3,40.8,61.2,0.91,43.21,22.48,0.05,13,16.95,0.5,924,Low,TRUE,43.21
654,MAU,UTTAR PRADESH,45.40349418,47.03272324,46.21810871,Medium,Both equally,94.7,59.1,75.1,16,75.16,46.8,99.3,86.3,25.4,21.2,30.3,62.7,0.63,43.19,19.02,-0.06,35,21.51,1.04,831,Medium,TRUE,43.19
95,PATNA,BIHAR,25.45757072,43.78813089,34.6228508,Low,Education-driven,89.1,56.6,61,10.2,72.47,50.8,96.1,91.7,34.5,27.5,39.6,65.4,0.71,43.14,16.56,-0.17,45,15.77,0.16,2234,Low,TRUE,43.14
98,ROHTAS,BIHAR,29.97088186,40.07210205,35.02149196,Low,Education-driven,89.1,86.8,69,17.2,75.59,42.3,97.4,84.5,40,31.8,48.2,70.3,0.93,42.3,20.34,-0.21,18,18.57,1.07,1429,Low,TRUE,42.3
76,BHOJPUR,BIHAR,17.24209651,37.79811425,27.52010538,Low,Education-driven,86.9,61.9,45.9,9.6,72.79,25.4,97.5,87.2,40.7,31.3,44,67.7,0.75,42.25,23.88,-0.23,102,15.59,0.51,1200,Low,TRUE,42.25
646,KUSHINAGAR,UTTAR PRADESH,37.89517471,40.2384914,39.06683306,Medium,Both equally,89.4,65.4,73.1,15.6,67.66,31.9,97.2,96.3,32.2,24.3,36.6,52.8,0.87,42.16,25.36,-0.27,36,15.27,2.25,2215,Medium,TRUE,42.16
236,GODDA,JHARKHAND,22.35856905,13.17249029,17.76552967,Low,Health-driven,70.2,63.9,54.9,45.9,57.68,8.2,84.3,61.7,39.4,24.5,40.7,75.1,1.22,42.13,24.66,-0.41,-5,8.8,21.26,935,Low,TRUE,42.13
615,BASTI,UTTAR PRADESH,36.60565724,48.11425402,42.35995563,Medium,Education-driven,93.2,73.8,64.2,15.8,69.69,52.1,100,96.9,35.9,24.2,39.2,58.4,1.17,41.7,22.3,-0.66,56,20.86,0.15,1457,Medium,TRUE,41.7
235,GIRIDIH,JHARKHAND,36.00249584,23.68275097,29.84262341,Low,Health-driven,70.7,70.6,59.2,52.4,65.12,21.1,95.5,48.9,31.9,27.8,34.3,62.8,0.97,41.66,28.75,-0.24,17,13.31,9.74,2101,Low,TRUE,41.66
617,BUDAUN,UTTAR PRADESH,22.4625624,40.62673322,31.54464781,Low,Education-driven,72.3,69.5,69.7,13.6,52.91,32.1,99.2,97.3,51.8,18.2,43,72.2,0.8,41.1,20.63,-0.19,27,16.91,0,1917,Low,TRUE,41.1
232,DHANBAD,JHARKHAND,51.03993344,36.55019412,43.79506378,Medium,Health-driven,78.8,66.1,67.6,45.7,75.71,31.1,93.8,67,27,14,25.1,66.5,0.54,40.82,20.98,-0.16,26,16.29,8.68,911,Medium,TRUE,40.82
242,LATEHAR,JHARKHAND,32.23793677,22.07432058,27.15612867,Low,Health-driven,70.3,75,51.4,52.2,61.23,6.1,93.7,34.2,40.1,19.2,39.4,68.3,0.63,40.71,21.54,-0.17,0,21.31,45.54,707,Low,TRUE,40.71
80,GOPALGANJ,BIHAR,38.85191348,32.8896284,35.87077094,Low,Health-driven,85.9,75.8,60.1,12.7,67.04,41.7,91.9,82.7,34.2,21.5,29.2,56.1,0.8,40.56,22.35,-0.2,24,12.49,2.37,1062,Medium,FALSE,40.56
635,HARDOI,UTTAR PRADESH,18.40682196,44.3150305,31.36092623,Low,Education-driven,73.9,63.3,55.7,16,68.89,22.8,99.6,92.6,44.5,22.3,33,76.1,0.23,40.54,18.03,-0.05,35,31.14,0.01,2927,Low,TRUE,40.54
614,BAREILLY,UTTAR PRADESH,35.6281198,47.3932335,41.51067665,Medium,Education-driven,75.1,70.5,79.7,18.7,60.52,33.3,98.5,99.2,45.9,15.4,35.2,67.7,0.32,40.44,19.12,-0.08,36,12.53,0.07,2261,Medium,TRUE,40.44
667,SHAHJAHANPUR,UTTAR PRADESH,27.8078203,39.93344426,33.87063228,Low,Education-driven,63.3,76.5,69.2,14.2,61.61,32,99.1,95.2,44.5,17,34.7,75.4,0.83,40.32,18.36,-0.11,20,17.72,0.02,2063,Low,TRUE,40.32
645,KHERI,UTTAR PRADESH,33.21547421,37.52079867,35.36813644,Low,Both equally,82.8,69.5,65.6,22,62.71,29.7,99,97,47.6,15.8,36.3,66.3,1.17,40.28,18.96,-0.28,30,26.4,1.33,2589,Low,TRUE,40.28
661,RAE BARELI,UTTAR PRADESH,32.19633943,46.17304493,39.18469218,Medium,Education-driven,89.5,71.4,55,16.8,69.04,41.4,98,93.8,47,13,28.8,76.4,0.45,40,21.33,-0.11,35,30.26,0.05,1454,Medium,TRUE,40
672,SONBHADRA,UTTAR PRADESH,28.49417637,38.38047698,33.43732668,Low,Education-driven,76.8,72.7,70.6,19.7,66.18,20.2,95.1,94,38.3,26.8,46.5,63,0.3,39.93,23.08,-0.09,11,22.64,20.67,1653,Low,TRUE,39.93
92,NALANDA,BIHAR,14.78785358,33.5551858,24.17151969,Low,Education-driven,80.3,75.2,52.5,12.8,66.41,41.8,94,80.3,42.6,27.8,46.7,80.3,0.76,39.24,22.35,-0.17,-171,21.12,0.05,1097,Low,TRUE,39.24
231,DEOGHAR,JHARKHAND,25.47836938,22.90626733,24.19231836,Low,Both equally,61.3,54.5,41.6,53.8,66.34,15.5,98.4,60.3,41.7,17.7,36.9,73.9,1.23,39.03,26.74,-0.31,14,12.74,12.13,1091,Low,TRUE,39.03
105,SIWAN,BIHAR,34.83777038,34.16528009,34.50152524,Low,Both equally,86.4,76.1,47.7,8.2,71.59,28.1,96,90,36.7,18.2,30.8,63.9,1.11,38.87,22.42,-0.38,8,11.61,2.61,1093,Low,TRUE,38.87
642,KANPUR NAGAR,UTTAR PRADESH,36.25207987,64.58679978,50.41943982,Medium,Education-driven,86.6,72.8,77.5,16.1,81.31,46.1,100,99.5,34.6,21.4,27.8,76.3,0.54,38.84,8.18,-0.13,43,17.83,0.08,1310,Medium,TRUE,38.84
628,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,55.55324459,61.03716029,58.29520244,Medium,Education-driven,86.6,68.2,74,23.8,82.2,81.2,99.4,96.5,25.5,12,21.9,62.9,0.52,38.84,17.45,-0.09,24,13.11,0.13,612,Medium,TRUE,38.84
619,CHANDAULI,UTTAR PRADESH,40.76539101,51.38657793,46.07598447,Medium,Education-driven,86.2,70.6,66.7,28.1,73.86,42.1,99,96.6,39.5,17.4,29.9,64.6,0.73,38.27,20.51,-0.14,36,22.88,2.14,1028,Medium,TRUE,38.27
82,JEHANABAD,BIHAR,21.65141431,28.36938436,25.01039933,Low,Education-driven,89.1,70.3,45.5,13.2,68.27,37.9,99.3,84.4,41.3,36.6,51.7,61.9,2.32,37.68,23.06,-0.77,19,19.81,0.11,487,Low,TRUE,37.68
246,PASHCHIMI SINGHBHUM,JHARKHAND,22.37936772,13.44980588,17.9145868,Low,Health-driven,67.9,87,37.7,46.7,59.54,8.4,91,45.5,60.6,30.5,62.4,73.3,1.37,37.35,25.17,-0.18,87,3.79,67.32,1196,Low,TRUE,37.35
656,MIRZAPUR,UTTAR PRADESH,44.32196339,45.34109817,44.83153078,Medium,Both equally,91.1,68.3,72.3,15,70.38,31.6,98.9,96.3,43.4,12.5,27.6,59.8,0.79,37.11,22.06,-0.2,27,26.48,0.81,1663,Medium,TRUE,37.11
346,SINGRAULI,MADHYA PRADESH,36.75124792,22.7953411,29.77329451,Low,Health-driven,69.9,76.9,52.6,58.5,62.36,16.6,88.8,86.7,37.3,25.2,36,56.6,1.11,37.09,23.94,-0.28,-81,12.79,32.59,881,Low,TRUE,37.09
620,CHITRAKOOT,UTTAR PRADESH,23.27371048,38.1031614,30.68843594,Low,Education-driven,81.1,63.7,56.7,17.4,66.52,37.9,96.1,93.1,47.5,24.8,41.8,55.3,0.9,36.97,23.39,-0.2,13,26.89,0.04,818,Low,TRUE,36.97
630,GHAZIPUR,UTTAR PRADESH,22.35856905,48.8630061,35.61078758,Low,Education-driven,88.3,60.8,64.1,10.6,74.27,39.7,99.2,96,39.3,25.7,38.3,71.6,0.9,36.94,23.48,-0.31,59,20.07,0.79,2515,Low,TRUE,36.94
637,JAUNPUR,UTTAR PRADESH,39.60066556,53.79922352,46.69994454,Medium,Education-driven,88.8,75.1,62.6,12,73.66,34.6,99,97.9,40.5,14.8,30.3,65.3,0.36,36.81,24.36,-0.06,61,22.04,0.11,2580,Medium,TRUE,36.81
25,LONGDING,ARUNACHAL PRADESH,54.97088186,14.14309484,34.55698835,Low,Health-driven,64.5,52.7,83.5,23.8,,24,74,86,15.8,20.6,13.8,38.4,1.88,36.54,,-0.45,4,,,54,Medium,FALSE,36.54
603,ALLAHABAD,UTTAR PRADESH,38.12396007,50.16638935,44.14517471,Medium,Education-driven,83.2,55.8,59.5,20.6,74.41,38.3,99.1,96.9,37.9,15.1,32.6,50.5,0.86,36.48,22.33,-0.3,67,22,0.13,2177,Medium,TRUE,36.48
243,LOHARDAGA,JHARKHAND,37.85357737,16.47254576,27.16306156,Low,Health-driven,84.1,88.2,67.7,58.9,68.29,10.7,92.1,44.7,40.7,26.6,43.4,68.7,1.52,36.33,20.76,-0.25,9,3.32,56.9,348,Low,TRUE,36.33
650,MAHOBA,UTTAR PRADESH,33.02828619,43.48308375,38.25568497,Medium,Education-driven,96.3,70.7,69,16.2,66.94,61.7,100,98.9,42.3,25,33.4,70.1,2.53,36.24,23.07,-0.28,-1,25.22,0.07,555,Medium,TRUE,36.24
607,AZAMGARH,UTTAR PRADESH,46.5890183,52.07986689,49.3344426,Medium,Education-driven,93.2,64.5,72.8,9,72.69,34.7,99.7,96,33.4,14.4,28,58.9,0.51,36.17,20.43,-0.12,98,25.39,0.2,2128,Medium,TRUE,36.17
230,CHATRA,JHARKHAND,33.23627288,15.05823627,24.14725458,Low,Health-driven,71.5,71.7,48.1,46.5,62.14,5.8,93.9,33,42.2,17.2,39.8,62.6,1.36,36.14,19.94,-0.45,10,32.66,4.37,968,Low,TRUE,36.14
601,AGRA,UTTAR PRADESH,39.6422629,53.16139767,46.40183028,Medium,Education-driven,89.1,74.1,70.8,9.4,69.44,59.9,98.9,97.8,35.9,16.4,26.2,73,0.5,36.12,19.16,-0.17,46,22.43,0.16,1732,Medium,TRUE,36.12
632,GORAKHPUR,UTTAR PRADESH,38.20715474,51.41430948,44.81073211,Medium,Education-driven,91.6,67.7,69.6,17.9,73.25,40.7,99.3,95.7,29.6,23.3,33.7,67.4,0.63,36.08,22.84,-0.12,60,21.08,0.41,1770,Medium,TRUE,36.08
612,BANDA,UTTAR PRADESH,13.51913478,43.78813089,28.65363283,Low,Education-driven,89.8,62.9,59.3,13.3,68.11,28.4,100,92.8,51,25.7,49.8,82.2,0.87,36,24.43,-0.21,24,21.56,0.01,1045,Low,TRUE,36
653,MATHURA,UTTAR PRADESH,42.63727121,47.61508597,45.12617859,Medium,Both equally,79.5,73.6,71.2,10.8,72.65,54.9,95.5,92.8,31.6,11,21.3,77.2,0.49,35.42,25.46,-0.13,20,19.89,0.06,947,Medium,TRUE,35.42
241,KODARMA,JHARKHAND,47.42096506,33.77703827,40.59900166,Medium,Health-driven,91.3,73.8,54,56.8,68.35,17,93.5,97,34.6,18,31.7,60,1.14,35.22,26.48,-0.37,6,15.22,0.96,417,Medium,TRUE,35.22
631,GONDA,UTTAR PRADESH,32.42512479,32.8896284,32.65737659,Low,Both equally,81.8,59.9,44.6,13.4,61.16,25.1,98.9,88.9,45.9,12.1,28,62,0.92,35.16,23.1,-0.23,44,15.49,0.03,2347,Low,TRUE,35.16
321,INDORE,MADHYA PRADESH,57.79950083,52.9395452,55.36952302,Medium,Both equally,96.5,84.6,90,40.3,82.32,59.3,96.5,96.4,28.7,21.2,24.9,78.8,0.87,35.05,14.31,-0.16,31,16.64,6.64,962,Medium,TRUE,35.05
644,KAUSHAMBI,UTTAR PRADESH,31.73876872,33.83250139,32.78563505,Low,Both equally,88.6,65.7,59.6,20.2,63.69,49.4,96.3,98.1,40.2,18.3,36.8,65.5,2.29,34.98,24.59,-0.64,20,34.72,0.01,869,Low,TRUE,34.98
682,HARDWAR,UTTARAKHAND,51.51830283,55.96228508,53.74029395,Medium,Both equally,79.8,76.5,69.8,46.6,74.62,87.1,98.3,94.4,31.1,16.4,27,63.1,0.32,34.82,16.3,-0.13,104,21.76,0.33,638,Medium,TRUE,34.82
141,AHMADABAD,GUJARAT,46.73460899,72.04658902,59.390599,Medium,Education-driven,94.5,65.2,86.4,36.2,86.65,100,100,99,35.5,17.5,34,72,0.8,34.52,12.15,-0.22,24,10.53,1.24,597,Medium,TRUE,34.52
383,THANE,MAHARASTRA,43.63560732,63.39434276,53.51497504,Medium,Education-driven,93.6,74.9,74.7,22.7,86.18,90.6,100,97.7,40.8,17.8,30.8,67.9,1.01,34.29,10.12,-0.24,23,6.6,13.95,947,Medium,TRUE,34.29
655,MEERUT,UTTAR PRADESH,59.15141431,57.90349418,58.52745424,Medium,Both equally,80.6,82.5,82.7,18.4,74.8,74.2,98.6,99.8,32.1,10.2,23.7,55.2,0.81,34.29,17.22,-0.05,46,18.12,0.1,1062,Medium,TRUE,34.29
239,JAMTARA,JHARKHAND,29.24292845,31.11480865,30.17886855,Low,Both equally,75.4,78.8,52.8,62.9,63.73,25.4,99.2,72.1,41.9,23,46.2,72.8,0.89,34.22,26.77,-0.2,5,9.21,30.4,387,Low,TRUE,34.22
349,UMARIA,MADHYA PRADESH,38.45673877,33.99889074,36.22781475,Medium,Both equally,92.2,90.6,53.7,19.9,67.34,24.4,97.4,90.2,45.3,15.5,36.6,71.5,0.97,34.2,22.04,-0.27,3,9.02,46.64,361,Medium,TRUE,34.2
374,PALGHAR,MAHARASTRA,44.86272879,45.31336661,45.0880477,Medium,Both equally,94.2,94,75.1,18.8,,82.6,99.9,97.1,33,23.9,37.1,70.3,1.07,34.12,,-0.2,10,,,765,Medium,TRUE,34.12
643,KANSHIRAM NAGAR,UTTAR PRADESH,22.50415973,44.23183583,33.36799778,Low,Education-driven,74.8,69.2,69.8,15.1,62.3,32.7,99.3,94.1,45.1,19.3,35.5,80.8,0.49,34.07,22.71,-0.14,15,17.7,0.01,987,Low,TRUE,34.07
347,TIKAMGARH,MADHYA PRADESH,45.23710483,42.90072102,44.06891292,Medium,Both equally,89.8,79,56.6,40.5,62.57,14,99.9,94,27.5,19.7,34.9,67.5,0.34,33.86,22.59,-0.05,-2,25.02,4.7,833,Medium,TRUE,33.86
257,BELLARY,KARNATAKA,37.7703827,46.67221298,42.22129784,Medium,Education-driven,95.7,71.5,64.1,25.7,67.85,96.6,100,89.2,36.1,22.9,36.5,67.5,1.19,33.76,18.96,-0.29,12,21.1,18.41,484,Medium,TRUE,33.76
